ï»¿Restaurant ID,Restaurant Name,Country Code,City,Address,Locality,Locality Verbose,Longitude,Latitude,Cuisines,Average Cost for two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price range,Aggregate rating,Rating color,Rating text,Votes
7601577,Roseleaf Bar Cafe,215,Edinburgh,"23-24 Sandport Place, Leith, Edinburgh EH6 6EW",Leith,"Leith, Edinburgh",-3.173679,55.976644,"Scottish, Cafe",45,Pounds(ï¿½ï¿½),No,No,No,No,3,4.7,Dark Green,Excellent,163
6118140,Gymkhana,215,London,"42 Albemarle Street, Mayfair, London W1S 4JH","Albemarle Street, Mayfair","Albemarle Street, Mayfair, London",-0.141645,51.508515,"Indian, Pakistani, Curry",80,Pounds(ï¿½ï¿½),Yes,No,No,No,4,4.7,Dark Green,Excellent,214
18075122,The Fusion Kitchen,1,Mumbai,"Shop 1, Opposite Veda Building, Near Bhavdevi Garage, Holy Cross Road, IC colony, Borivali West, Mumbai",Borivali West,"Borivali West, Mumbai",72.848923,19.254567,"North Indian, Italian, Chinese, Mexican",1000,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.7,Dark Green,Excellent,2083
18418277,MOB Brewpub,1,New Delhi,"M 44, Outer Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2226422,28.6332756,"Continental, Italian, Asian, Indian",1500,Indian Rupees(Rs.),No,No,No,No,3,4.7,Dark Green,Excellent,52
18357940,Zabardast Indian Kitchen,1,New Delhi,"E-13/29, Ground Floor, Middle Circle, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.22217988,28.63259937,North Indian,1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.7,Dark Green,Excellent,242
313368,Naturals Ice Cream,1,New Delhi,"J-2/10, BK Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1195942,28.647233,Ice Cream,150,Indian Rupees(Rs.),No,Yes,No,No,1,4.7,Dark Green,Excellent,474
17058534,Earl of Sandwich,216,Orlando,"1750 E Buena Vista Drive, Lake Buena Vista, FL 32830",Disney: Downtown Disney,"Disney: Downtown Disney, Orlando",-81.514608,28.372858,"American, Sandwich, Salad",35,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,1341
18429148,Pa Pa Ya,1,New Delhi,"Dome, Level 4, Select Citywalk, A-3, District Centre, Saket, New Delhi","Select Citywalk Mall, Saket","Select Citywalk Mall, Saket, New Delhi",77.21869837,28.52845641,"Asian, Chinese, Thai, Japanese",2000,Indian Rupees(Rs.),No,No,No,No,4,4.7,Dark Green,Excellent,268
18237321,Echoes Satyaniketan,1,New Delhi,"17, 1st Floor, Opposite Sri Venkateshwara College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1671645,28.5876087,"Cafe, Continental, Italian, Mexican, Chinese, American",600,Indian Rupees(Rs.),No,No,No,No,2,4.7,Dark Green,Excellent,1563
17064031,Tibby's New Orleans Kitchen,216,Orlando,"2203 Aloma Avenue, Winter Park, FL 32792",Winter Park,"Winter Park, Orlando",-81.322631,28.601088,Cajun,25,Dollar($),No,No,No,No,2,4.7,Dark Green,Excellent,1412
7000162,Giapo,148,Auckland,"12 Gore Street, Auckland CBD, Auckland",Britomart,"Britomart, Auckland",174.768851,-36.845553,"Ice Cream, Desserts",20,NewZealand($),No,No,No,No,1,4.7,Dark Green,Excellent,617
800089,Barbeque Nation,1,Lucknow,"3rd Floor, Riverside Mall, Vipin Khand, Gomti Nagar, Lucknow","Riverside Mall, Gomti Nagar","Riverside Mall, Gomti Nagar, Lucknow",80.973185,26.853007,North Indian,1600,Indian Rupees(Rs.),No,No,No,No,4,4.7,Dark Green,Excellent,1069
17142698,Leonard's Bakery,216,Rest of Hawaii,"933 Kapahulu Ave, Honolulu, HI 96816",Kaimuki,"Kaimuki, Rest of Hawaii",-157.813432,21.284586,,10,Dollar($),No,No,No,No,1,4.7,Dark Green,Excellent,707
17092293,Bern's Steak House,216,Tampa Bay,"1208 S Howard Ave, Tampa, FL 33606",Hyde Park,"Hyde Park, Tampa Bay",-82.482962,27.931516,"American, Desserts, Steak",70,Dollar($),No,No,No,No,4,4.7,Dark Green,Excellent,3157
17616487,Green Truck Pub,216,Savannah,"2430 Habersham Street, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.096647,32.052858,Burger,40,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,906
17143970,Kona Brewing Company,216,Rest of Hawaii,"75-5629 Kuakini Highway, Kailua Kona, HI 96740",Kailua Kona,"Kailua Kona, Rest of Hawaii",-155.997362,19.642752,"American, Pizza, Bar Food",35,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,764
18307251,Churrolto,1,Hyderabad,"Ground Floor, Shop 3, Opposite IndusInd Bank, Madhapur Main Road, Madhapur, Hyderabad",Madhapur,"Madhapur, Hyderabad",78.393391,17.440827,"Desserts, Cafe, Mexican",500,Indian Rupees(Rs.),No,No,No,No,2,4.7,Dark Green,Excellent,344
18253896,Tamba,214,Abu Dhabi,"6th Floor, World Trade Centre Mall, Al Markaziya, Abu Dhabi","World Trade Center Mall, Al Markaziya","World Trade Center Mall, Al Markaziya, Abu Dhabi",54.358147,24.488161,Indian,500,Emirati Diram(AED),Yes,No,No,No,4,4.7,Dark Green,Excellent,201
58268,The Fatty Bao - Asian Gastro Bar,1,Bangalore,"610, 3rd Floor, 12th Main, Off 80 Feet Road, Indiranagar, Bangalore",Indiranagar,"Indiranagar, Bangalore",77.64539558,12.97022064,Asian,2400,Indian Rupees(Rs.),Yes,Yes,No,No,4,4.7,Dark Green,Excellent,2369
18418247,feel ALIVE,1,Gurgaon,"SCO 53, 2nd Floor, Main Market, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.0641366,28.4679257,"North Indian, American, Asian, Biryani",1200,Indian Rupees(Rs.),Yes,No,No,No,3,4.7,Dark Green,Excellent,69
18384506,The Basement Cafï¿½ï¿½,1,Guwahati,"R.G. Baruah Road, Near Guwahati Commerece College, Chandmari, Guwahati",Chandmari,"Chandmari, Guwahati",91.77524608,26.1802428,Cafe,600,Indian Rupees(Rs.),No,No,No,No,2,4.7,Dark Green,Excellent,126
97824,Chili's,1,Hyderabad,"Flat 48, Ground Floor, Opposite Vengal Rao Park, Road 1, Banjara Hills, Hyderabad",Banjara Hills,"Banjara Hills, Hyderabad",78.44957784,17.42281912,"Mexican, American, Tex-Mex, Burger",1800,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.7,Dark Green,Excellent,1932
17099856,Datz,216,Tampa Bay,"2616 S Macdill Avenue, Tampa, FL 33629",Palma Ceia,"Palma Ceia, Tampa Bay",-82.4932815,27.9219315,"Desserts, Bar Food",40,Dollar($),No,No,No,No,3,4.7,Dark Green,Excellent,3074
101212,Tapri Central,1,Jaipur,"B4 E, 3rd Floor, Surana Jewellers, Opposite Central Park, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.81075322,26.90518991,"Cafe, Fast Food, Street Food",750,Indian Rupees(Rs.),No,Yes,No,No,2,4.7,Dark Green,Excellent,1469
201340,The Cheesecake Factory,214,Dubai,"Ground Level, Near Aquarium, The Dubai Mall, Downtown Dubai, Dubai","The Dubai Mall,Downtown Dubai","The Dubai Mall,Downtown Dubai, Dubai",55.27856994,25.19726756,"American, Desserts",270,Emirati Diram(AED),No,No,No,No,3,4.7,Dark Green,Excellent,2424
130888,The Black Sheep Bistro,1,Goa,"Swami Vivekanand Road, Near ICICI Bank, Panaji, Goa",Panaji,"Panaji, Goa",73.825364,15.496162,"Seafood, Continental, European, German",1500,Indian Rupees(Rs.),No,No,No,No,4,4.7,Dark Green,Excellent,681
18439634,ECHOES Koramangala,1,Bangalore,"44, 4th B Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,"Koramangala 5th Block, Bangalore",77.615797,12.934179,"Continental, American, Italian, North Indian, Chinese, Cafe",950,Indian Rupees(Rs.),No,No,No,No,2,4.7,Dark Green,Excellent,276
51040,Truffles,1,Bangalore,"28, 4th 'B' Cross, Koramangala 5th Block, Bangalore",Koramangala 5th Block,"Koramangala 5th Block, Bangalore",77.61429269,12.93329764,"American, Burger, Cafe",800,Indian Rupees(Rs.),No,Yes,No,No,2,4.7,Dark Green,Excellent,9667
6004813,Pizza ï¿½ï¿½l Forno,208,Ankara,"YÛ±ldÛ±zevler Mahallesi, 720. Sokak, No 2/B, ï¿½ankaya, Ankara",YÛ±ldÛ±zevler,"YÛ±ldÛ±zevler, Ankara",32.86021667,39.87623889,Pizza,40,Turkish Lira(TL),No,No,No,No,2,4.7,Dark Green,Excellent,104
5904116,J'adore Chocolatier,208,ï¿½ï¿½stanbul,"AsmalÛ±mescit Mahallesi, ï¿½ï¿½stiklal Caddesi, Emir Nevruz Sokak, No 2/H, Beyoï¿½ï¿½lu, ï¿½ï¿½stanbul",AsmalÛ±mescit,"AsmalÛ±mescit, ï¿½ï¿½stanbul",28.97612661,41.03300186,Desserts,50,Turkish Lira(TL),No,No,No,No,2,4.7,Dark Green,Excellent,1311
75027,Kream,189,Pretoria,"570 Fehrsen Street, Brooklyn, Pretoria",Brooklyn,"Brooklyn, Pretoria",28.23604667,-25.77074833,African,450,Rand(R),No,No,No,No,4,4.7,Dark Green,Excellent,373
7302898,Aprazï¿½_vel,30,Rio de Janeiro,"Rua Aprazï¿½_vel, 62, Santa Teresa, Rio de Janeiro",Santa Teresa,"Santa Teresa, Rio de Janeiro",-43.18736944,-22.92481389,Brazilian,300,Brazilian Real(R$),No,No,No,No,4,4.7,Dark Green,Excellent,44
7301215,Bibi,30,Rio de Janeiro,"Rua Santa Clara, 36, Copabana, Rio de Janeiro",Copacabana,"Copacabana, Rio de Janeiro",-43.18669167,-22.97207222,"Juices, Healthy Food",60,Brazilian Real(R$),No,No,No,No,3,4.7,Dark Green,Excellent,24
6315438,NIU by Vikings,162,Taguig City,"Sixth Floor, SM Aura Premier, C5 Road Corner 26th Street, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City","SM Aura Premier, Bonifacio Global City, Taguig City, Taguig City",121.053725,14.545858,"Seafood, American, Mediterranean, Japanese",3000,Botswana Pula(P),Yes,No,No,No,4,4.7,Dark Green,Excellent,535
7300521,Balada Mix,30,Rio de Janeiro,"Rua Anï¿½_bal de Mendonï¿½_a, 37, Ipanema, Rio de Janeiro",Ipanema,"Ipanema, Rio de Janeiro",-43.211425,-22.98520833,"Brazilian, Healthy Food, Juices, Pizza",90,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,21
7300004,Sushi Leblon,30,Rio de Janeiro,"Rua Dias Ferreira, 256, Leblon, Rio de Janeiro",Leblon,"Leblon, Rio de Janeiro",-43.227,-22.98416667,Japanese,250,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,25
7300483,Zazï¿½ï¿½ Bistrï¿½ï¿½ Tropical,30,Rio de Janeiro,"Rua Joana Angï¿½ï¿½lica, 40, Ipanema, Rio de Janeiro",Ipanema,"Ipanema, Rio de Janeiro",-43.20520833,-22.98531944,Brazilian,170,Brazilian Real(R$),No,No,No,No,4,4.6,Dark Green,Excellent,21
6501141,Licorish Bistro,189,Sandton,"Nicolway Shopping Centre, William Nicol Drive, Bryanston, Sandton","Nicolway Shopping Centre, Bryanston","Nicolway Shopping Centre, Bryanston, Sandton",28.021,-26.05233333,"European, South African",545,Rand(R),No,No,No,No,4,4.6,Dark Green,Excellent,892
7302859,Aconchego Carioca,30,Rio de Janeiro,"Rua Barï¿½ï¿½o de Iguatemi, 379, Tijuca, Rio de Janeiro",Tijuca,"Tijuca, Rio de Janeiro",-43.21551111,-22.91370833,"Brazilian, Bar Food",85,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,24
6000168,Hattena Hatay  SofrasÛ±,208,Ankara,"Balgat Mahallesi, OsmanlÛ± Caddesi, No 41/A, ï¿½ankaya, Ankara",Balgat,"Balgat, Ankara",32.82121389,39.90597222,Kebab,70,Turkish Lira(TL),No,No,No,No,3,4.6,Dark Green,Excellent,124
18260777,Kuchi n Kream,1,Coimbatore,"353/1, Hotel Landmark Complex, Bharathiaar Road, Gandhipuram, Coimbatore",Gandhipuram,"Gandhipuram, Coimbatore",76.9720757,11.01629845,"Cafe, Continental, Fast Food",800,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent,202
72604,Coal Barbecues,1,Chennai,"17-18, Rajalakshmi Nagar, 7th Cross Street, 100 Feet Bypass Road, Velachery, Chennai",Velachery,"Velachery, Chennai",80.21811381,12.98604688,"North Indian, Mediterranean, Asian, Arabian",1400,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,1267
70393,Bombay Brasserie,1,Chennai,"3, College Lane, Nungambakkam, Chennai",Nungambakkam,"Nungambakkam, Chennai",80.251865,13.066762,North Indian,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,4.6,Dark Green,Excellent,1753
56618,AB's - Absolute Barbecues,1,Bangalore,"90/4, 3rd Floor, Outer Ring Road, Munnekollaly Village, Marathahalli, Bangalore",Marathahalli,"Marathahalli, Bangalore",77.6993861,12.94993396,"European, Mediterranean, North Indian",1400,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,6907
18366652,Onesta,1,Bangalore,"215, 216 & 220, Devasandra Village, Kasaba Hobli, New BEL Road, Bangalore",New BEL Road,"New BEL Road, Bangalore",77.5709967,13.0291977,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,4.6,Dark Green,Excellent,627
2900633,Barbeque Nation,1,Bhubaneshwar,"Plot 12-13/557, 3rd Floor, Mauza Samantapuri,Gajapati Nagar, Chandrasekharpur, Bhubaneshwar",Chandrasekharpur,"Chandrasekharpur, Bhubaneshwar",0.0,0.0,"Mediterranean, Asian, Continental, North Indian, Arabian",1200,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,154
6001748,Meï¿½ï¿½hur ï¿½_zï¿½_elik Aspava,208,Ankara,"Kï¿½_ï¿½_ï¿½_k Esat Mahallesi, Esat Caddesi, No 110/C, ï¿½ankaya, Ankara",Kï¿½_ï¿½_ï¿½_k Esat,"Kï¿½_ï¿½_ï¿½_k Esat, Ankara",32.86663333,39.90663611,"Kebab, Turkish Pizza",40,Turkish Lira(TL),No,No,No,No,2,4.6,Dark Green,Excellent,109
130535,The Fisherman's Wharf,1,Goa,"Before The Leela, Mobor, Cavelossim, Goa",Cavelossim,"Cavelossim, Goa",73.95088889,15.15794444,"Continental, Goan, Seafood, North Indian",1100,Indian Rupees(Rs.),No,No,No,No,4,4.6,Dark Green,Excellent,555
18303709,Burma Burma,1,Gurgaon,"Ground Floor, Shop 6, Building 8, Tower C, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0887329,28.4946295,"Asian, Burmese",1500,Indian Rupees(Rs.),Yes,No,No,No,3,4.6,Dark Green,Excellent,563
18204463,Twigly,1,Gurgaon,"H Block, DLF Phase 1, Gurgaon",DLF Phase 1,"DLF Phase 1, Gurgaon",77.0923421,28.4803156,"Continental, Italian, Pizza, Asian",500,Indian Rupees(Rs.),No,Yes,No,No,2,4.6,Dark Green,Excellent,395
18385201,Cryo Lab,1,Ahmedabad,"Ground Floor, Arjun Avenue, Opposite Samartheshwar Mahadev, Law Garden, Ahmedabad",Ellis Bridge,"Ellis Bridge, Ahmedabad",72.55998429,23.02874796,"Desserts, Ice Cream",350,Indian Rupees(Rs.),No,No,No,No,2,4.6,Dark Green,Excellent,166
18409224,Pier 38,1,Gurgaon,"Shop 106-107, Cyber Hub, DLF Cyber City, Gurgaon","Cyber Hub, DLF Cyber City","Cyber Hub, DLF Cyber City, Gurgaon",77.0886429,28.4950691,"Persian, Arabian, Lebanese, North Indian",1200,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,177
16519268,La Plage,1,Goa,"Aswem Beach, Near Papa Jolly Hotel, Aswem Road, Morjim, Arambol, Goa",Arambol,"Arambol, Goa",0.0,0.0,"Seafood, French",800,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,302
70890,Fusilli Reasons,1,Chennai,"1/9, Dr. Vasudevan Street, Ormes Road, Kilpauk, Chennai",Kilpauk,"Kilpauk, Chennai",80.24851944,13.08187778,Italian,350,Indian Rupees(Rs.),No,No,No,No,1,4.6,Dark Green,Excellent,1510
17060869,Texas de Brazil,216,Orlando,"5259 International Drive, Orlando, FL 32819",I-Drive/Universal,"I-Drive/Universal, Orlando",-81.4510725,28.4676808,"Brazilian, Steak",100,Dollar($),No,No,No,No,4,4.6,Dark Green,Excellent,2324
17057925,Cafï¿½ï¿½ Tu Tu Tango,216,Orlando,"8625 International Drive, Orlando, FL 32819",I-Drive/Universal,"I-Drive/Universal, Orlando",-81.469986,28.440344,"New American, Tapas",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,1293
17580160,New Yorker Deli & Pizzeria,216,Pensacola,"3001 E Cervantes St, Pensacola, FL 32503",Pensacola,"Pensacola, Pensacola",-87.1819,30.4251,"Italian, Pizza, Sandwich",10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,792
17064266,Hawkers Asian Street Fare,216,Orlando,"1103 N Mills Avenue, Orlando, FL 32803",Mills 50,"Mills 50, Orlando",-81.364347,28.560505,"Asian, Thai",35,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,1293
17500767,Jim Shaw's Seafood Grill & Bar,216,Macon,"3040 Vineville Ave, Macon, GA 31204",Macon,"Macon, Macon",-83.6737,32.8496,Seafood,25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,467
18420456,Band Baaja Baaraat,1,New Delhi,"A-6 Ground Floor, Vishal Enclave, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1192507,28.647609,North Indian,1300,Indian Rupees(Rs.),Yes,No,No,No,3,4.6,Dark Green,Excellent,128
8244,Big Chill,1,New Delhi,"35, Khan Market, New Delhi",Khan Market,"Khan Market, New Delhi",77.2275373,28.6005429,"Italian, Continental, European, Cafe",1500,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,1569
18420452,Food Scouts,1,New Delhi,"Punjabi Bagh, New Delhi",Punjabi Bagh,"Punjabi Bagh, New Delhi",77.133327,28.670435,"North Indian, Chinese, Continental",700,Indian Rupees(Rs.),No,Yes,No,No,2,4.6,Dark Green,Excellent,61
15091,Aman Chicken,1,Ludhiana,"Jagjit Nagar, Near Railway Crossing, Near Shastri Nagar, Ludhiana",Shastri Nagar,"Shastri Nagar, Ludhiana",75.82961485,30.89018388,"North Indian, Mughlai",800,Indian Rupees(Rs.),No,No,No,No,2,4.6,Dark Green,Excellent,196
900682,Nawras Seafood Restaurant,1,Kochi,"Near Pullepadi Bus stop, Chittoor Road, Kochi",Chittoor Road,"Chittoor Road, Kochi",76.28500095,9.979362921,Seafood,1000,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,289
801690,Mocha,1,Lucknow,"CP-1, 2nd Floor, Anand Plaza, Viram Khand-1, Near Patrakarpuram Crossing, Gomti Nagar, Lucknow",Gomti Nagar,"Gomti Nagar, Lucknow",81.0011849,26.8528099,"Cafe, Italian, Continental",800,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,567
20747,India Restaurant,1,Kolkata,"Ground Floor, 1st Floor, 2nd Floor, 34, Karl Marx Sarani, Kidderpore, Kolkata",Kidderpore,"Kidderpore, Kolkata",88.3223365,22.5389989,"Biryani, North Indian, Chinese, Mughlai",800,Indian Rupees(Rs.),Yes,Yes,No,No,2,4.6,Dark Green,Excellent,1219
18217475,Asia Kitchen by Mainland China,1,Kolkata,"4th Floor, Acropolis Mall, 1858/1, Rajdanga Main Road, Kasba, Kolkata","Acropolis Mall, Kasba ","Acropolis Mall, Kasba , Kolkata",88.39329377,22.51468755,"Asian, Chinese",1400,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent,945
17145077,Star Noodle,216,Rest of Hawaii,"286 Kupuohi St, Lahaina, HI 96761",Lahaina,"Lahaina, Rest of Hawaii",-156.674835,20.885226,Asian,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,723
17143950,Yard House,216,Rest of Hawaii,"226 Lewers St, Honolulu, HI 96815",Waikiki,"Waikiki, Rest of Hawaii",-157.8312476,21.2794952,"American, Asian, Burger",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,1078
17615924,Leopold's Ice Cream,216,Savannah,"212 E Broughton Street, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0894,32.0785,"Desserts, Sandwich, Ice Cream",10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,880
18277098,Genghis Grill,214,Abu Dhabi,"Level 2, Al Wahda Mall New Extension, Al Wahda, Abu Dhabi","Al Wahda Mall, Al Wahda","Al Wahda Mall, Al Wahda, Abu Dhabi",54.37500816,24.47083582,Asian,180,Emirati Diram(AED),No,No,No,No,4,4.6,Dark Green,Excellent,81
5704255,Famous Dave's Barbecue,214,Abu Dhabi,"Near The One, Level 3, Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah), Abu Dhabi",54.38294616,24.49569253,American,260,Emirati Diram(AED),No,Yes,No,No,4,4.6,Dark Green,Excellent,376
18212135,Denny's,214,Abu Dhabi,"Abu Dhabi Mall, Tourist Club Area (Al Zahiyah), Abu Dhabi","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah)","Abu Dhabi Mall, Tourist Club Area  (Al Zahiyah), Abu Dhabi",54.38279729,24.49550307,American,190,Emirati Diram(AED),No,No,No,No,4,4.6,Dark Green,Excellent,207
5702574,The Cheesecake Factory,214,Abu Dhabi,"Level 1, Yas Mall, Yas Leisure Dr, Yas Island, Abu Dhabi","Yas Mall, Yas Island","Yas Mall, Yas Island, Abu Dhabi",54.60685361,24.49053138,"American, Desserts",200,Emirati Diram(AED),No,No,No,No,4,4.6,Dark Green,Excellent,586
90847,Chili's,1,Hyderabad,"F 48, 1st Floor, Inorbit Mall, Hitech City, Hyderabad",Hitech City,"Hitech City, Hyderabad",78.38674374,17.43380875,"Mexican, American, Tex-Mex, Burger",1800,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent,2553
2100712,Mocha,1,Guwahati,"Anil Plaza 2, G.S Road, Christian Basti, Guwahati","Anil Plaza, Christian Basti","Anil Plaza, Christian Basti, Guwahati",91.773932,26.16149,"Cafe, Italian",800,Indian Rupees(Rs.),No,No,No,No,3,4.6,Dark Green,Excellent,394
18427868,Dudleys,1,Gurgaon,"Plot 1605, Sector 53, Golf Course Road, Gurgaon",Golf Course Road,"Golf Course Road, Gurgaon",77.102108,28.441123,"American, Continental, Burger",1000,Indian Rupees(Rs.),No,Yes,No,No,3,4.6,Dark Green,Excellent,150
303960,Manhattan Brewery & Bar Exchange,1,Gurgaon,"1st Floor, Global Foyer Mall, Sector 43, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road","Global Foyer Mall, Golf Course Road, Gurgaon",77.0950273,28.460271,"Finger Food, American, Continental, North Indian, Italian",2000,Indian Rupees(Rs.),No,No,No,No,4,4.6,Dark Green,Excellent,2093
18359919,Onesta,1,Bangalore,"Site 15, 15th Cross, 100 Feet Road, 4th Phase, JP Nagar, Bangalore",JP Nagar,"JP Nagar, Bangalore",77.59679094,12.90622878,"Pizza, Cafe, Italian",600,Indian Rupees(Rs.),No,No,No,No,2,4.6,Dark Green,Excellent,781
7003682,Baduzzi,148,Auckland,"10-26 Jellicoe Street, Wynyard Quarter, Auckland CBD, Auckland 1010",Wynyard Quarter,"Wynyard Quarter, Auckland",174.7570233,-36.84109176,Italian,120,NewZealand($),No,No,No,No,4,4.6,Dark Green,Excellent,413
17335173,Olive Tree Cafe,216,Davenport,"2513 53rd Avenue, Bettendorf, IA 52722",Bettendorf,"Bettendorf, Davenport",-90.496986,41.574935,"Indian, Mediterranean, Middle Eastern",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,166
17334211,Kobe Hibachi & Sushi,216,Dalton,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,"Fort Oglethorpe, Dalton",-85.2229101,34.9428786,"American, Japanese, Sushi",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,214
7101042,The Hangar,148,Wellington City,"171-177 Willis Street, Te Aro, Wellington City",Te Aro,"Te Aro, Wellington City",174.773933,-41.290801,Cafe,50,NewZealand($),No,No,No,No,3,4.6,Dark Green,Excellent,171
6900724,Bodega,215,Birmingham,"12 Bennetts Hill, City Centre, Birmingham B2 5RS",City Centre,"City Centre, Birmingham",-1.900375,52.47969,Latin American,40,Pounds(ï¿½ï¿½),No,No,No,No,3,4.6,Dark Green,Excellent,100
7600902,Mimi's Bakehouse,215,Edinburgh,"63 Shore, Leith, Edinburgh EH6 6RA",Leith,"Leith, Edinburgh",-3.171327778,55.97509722,"Cafe, Bakery, Desserts",35,Pounds(ï¿½ï¿½),No,No,No,No,3,4.6,Dark Green,Excellent,130
6703176,Veloso,30,Sï¿½ï¿½o Paulo,"Rua Conceiï¿½_ï¿½ï¿½o Veloso, 56, Vila Mariana, Sï¿½ï¿½o Paulo",Vila Mariana,"Vila Mariana, Sï¿½ï¿½o Paulo",-46.63566667,-23.58516667,"Brazilian, Bar Food, Beverages",70,Brazilian Real(R$),No,No,No,No,3,4.6,Dark Green,Excellent,58
6103255,Roka,215,London,"37 Charlotte Street, Fitzrovia, London W1T 1RR","Charlotte Street, Fitzrovia","Charlotte Street, Fitzrovia, London",-0.135524,51.518935,"Japanese, Sushi",60,Pounds(ï¿½ï¿½),No,No,No,No,3,4.6,Dark Green,Excellent,436
18107765,Zaffran Dining Experience,166,Doha,"Al Emadi Financial Square, C Ring Road, Al Hilal, Doha","Al Emadi Financial Square, Al Hilal","Al Emadi Financial Square, Al Hilal, Doha",51.5274557,25.2625016,Indian,300,Qatari Rial(QR),No,No,No,No,4,4.6,Dark Green,Excellent,348
6113973,Bone Daddies,215,London,"31 St. Peter Street, Soho, London W1F 0AR","Walker's Court, Soho","Walker's Court, Soho, London",-0.133789,51.512627,"Ramen, Japanese",40,Pounds(ï¿½ï¿½),No,No,No,No,3,4.6,Dark Green,Excellent,418
17330611,Cafe Le Rue @ The Landings,216,Columbus,"2523 Airport Thruway, Columbus, GA 31904",Columbus,"Columbus, Columbus",-84.95591,32.519247,"American, Seafood, Cajun",25,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,489
16604911,Bridge Road Brewers,14,Beechworth,"Old Coach House 50 Ford St, Beechworth, Beechworth, VIC",Beechworth,"Beechworth, Beechworth",146.685852,-36.360439,"Pizza, Bar Food",20,Dollar($),No,No,No,No,2,4.6,Dark Green,Excellent,237
17293409,Sr. Sol 1,216,Athens,"175 Tallassee Rd, Athens, GA 30606",Athens,"Athens, Athens",-83.4293,33.9652,Mexican,10,Dollar($),No,No,No,No,1,4.6,Dark Green,Excellent,917
17294556,Miyabi Kyoto Japanese Steak House,216,Augusta,"1315 Augusta West Pkwy, Augusta, GA 30909",Augusta,"Augusta, Augusta",-82.0865,33.4721,"Chinese, Steak",40,Dollar($),No,No,No,No,3,4.6,Dark Green,Excellent,717
